+ /home/bo/venvs/aiperf/bin/aiperf profile --model agentx --url http://127.0.0.1:28190 --endpoint-type chat --streaming --tokenizer Qwen/Qwen3-Coder-30B-A3B-Instruct --scenario inferencex-agentx-mvp --unsafe-override --public-dataset semianalysis-cc-traces-weka-062126 --max-context-length 100000 --num-dataset-entries 32 --concurrency 8 --benchmark-duration 300 --benchmark-grace-period 60 --use-think-time-only --random-seed 1234 --output-artifact-dir /tmp/claude-1016/-home-bo-LMCache-worktrees-lazy-offloading/7445f449-aa3b-46be-b351-5a22de3af76a/scratchpad/smoke/artifacts/lazy8
+ tee /tmp/claude-1016/-home-bo-LMCache-worktrees-lazy-offloading/7445f449-aa3b-46be-b351-5a22de3af76a/scratchpad/smoke/logs/lazy8_aiperf.log
10:53:43.570 INFO     Starting AIPerf System (_single_run.py:64)
10:53:43.578 INFO     [OK] Tokenizer Qwen/Qwen3-Coder-30B-A3B-Instruct detected (tokenizer_display.py:297)
10:53:43.579 INFO     1 tokenizer validated | 0.0s (tokenizer_display.py:306)
10:53:43.579 INFO     HF cache hit (skipping prefetch): ['Qwen/Qwen3-Coder-30B-A3B-Instruct'] (tokenizer_validator.py:99)
10:53:43.586 INFO     Scenario 'inferencex-agentx-mvp': setting profiling-phase timing_mode=agentic_replay. (validator.py:226)
10:53:43.586 INFO     Scenario 'inferencex-agentx-mvp': injecting extra_inputs.ignore_eos=true (was absent). (validator.py:285)
10:53:43.587 INFO     Scenario 'inferencex-agentx-mvp': auto-set --cache-bust=first_turn_prefix (was at default none). (validator.py:538)
10:53:43.587 INFO     Scenario 'inferencex-agentx-mvp': auto-set --trajectory-start-min-ratio=0.0 (was at default 0.25). (validator.py:628)
10:53:43.587 INFO     Scenario 'inferencex-agentx-mvp': auto-set --trajectory-start-max-ratio=1.0 (was at default 0.75). (validator.py:628)
10:53:43.587 INFO     Scenario 'inferencex-agentx-mvp': auto-set --system-idle-gap-cap-seconds=10.0 (was unset). (validator.py:779)
10:53:43.587 WARNING  Scenario violation (override active): --benchmark-duration: got 300.0, required '>=900' (scenario 'inferencex-agentx-mvp' requires duration >= 900s to reach steady state and trigger KV offloading) (validator.py:113)
10:53:44.001 INFO     Registered Worker Manager (id: 'worker_manager') (system_controller.py:411)
10:53:44.024 INFO     Server Metrics: Discovered 1 endpoints: ['http://127.0.0.1:28190/metrics'] (manager.py:97)
10:53:44.045 INFO     Registered Record Processor (id: 'record_processor_2924f0c9') (system_controller.py:411)
10:53:44.048 INFO     Registered Record Processor (id: 'record_processor_112e0c95') (system_controller.py:411)
10:53:44.053 INFO     GPU telemetry export enabled: /tmp/claude-1016/-home-bo-LMCache-worktrees-lazy-offloading/7445f449-aa3b-46be-b351-5a22de3af76a/scratchpad/smoke/artifacts/lazy8/gpu_telemetry_export.jsonl (jsonl_writer.py:56)
10:53:44.061 INFO     Telemetry streaming is disabled (set --otel-url and/or --mlflow-tracking-uri to enable) (otel_metrics_results_processor.py:127)
10:53:44.062 INFO     Record metrics export enabled: /tmp/claude-1016/-home-bo-LMCache-worktrees-lazy-offloading/7445f449-aa3b-46be-b351-5a22de3af76a/scratchpad/smoke/artifacts/lazy8/profile_export.jsonl (record_export_jsonl_writer.py:62)
10:53:44.066 INFO     Registered Gpu Telemetry Manager (id: 'gpu_telemetry_manager') (system_controller.py:411)
10:53:44.102 INFO     Registered Server Metrics Manager (id: 'server_metrics_manager') (system_controller.py:411)
10:53:44.142 INFO     Registered Dataset Manager (id: 'dataset_manager') (system_controller.py:411)
10:53:44.179 INFO     Registered Timing Manager (id: 'timing_manager') (system_controller.py:411)
10:53:44.183 INFO     Registered Records Manager (id: 'records_manager') (system_controller.py:411)
10:53:44.190 INFO     Registered Worker (id: 'worker_427bb3da') (system_controller.py:411)
10:53:44.199 INFO     Registered Worker (id: 'worker_971f40c5') (system_controller.py:411)
10:53:44.208 INFO     Registered Worker (id: 'worker_53040b65') (system_controller.py:411)
10:53:44.343 INFO     Registered Worker (id: 'worker_c0f41822') (system_controller.py:411)
10:53:44.351 INFO     Registered Worker (id: 'worker_2bf37cca') (system_controller.py:411)
10:53:44.365 INFO     Registered Worker (id: 'worker_10b784ef') (system_controller.py:411)
10:53:44.380 INFO     Registered Worker (id: 'worker_f7c5efcf') (system_controller.py:411)
10:53:44.381 INFO     Registered Worker (id: 'worker_f4a3c74f') (system_controller.py:411)
10:53:44.491 INFO     AIPerf System is CONFIGURING (system_controller.py:292)
10:53:44.491 INFO     Configuring all services to start profiling (system_controller.py:305)
10:53:44.492 INFO     Waiting for dataset to be configured before configuring timing (manager.py:124)
10:53:44.493 INFO     Configuring tokenizers for inference result parser (resolve_alias: True) (inference_result_parser.py:86)
10:53:44.493 INFO     Configuring tokenizers for inference result parser (resolve_alias: True) (inference_result_parser.py:86)
10:53:44.497 INFO     Configuring tokenizer(s) for dataset manager (dataset_manager.py:240)
10:53:44.516 INFO     Server Metrics: Capturing baseline metrics... (manager.py:191)
10:53:44.550 INFO     Skipping unsupported summary metric: http_request_size_bytes (data_collector.py:308)
10:53:44.550 INFO     Skipping unsupported summary metric: http_response_size_bytes (data_collector.py:308)
10:53:44.551 INFO     Server metrics enabled - 1/1 endpoint(s) reachable. (system_controller.py:559)
10:53:44.552 INFO     Waiting for result domains: profile, server_metrics, telemetry (system_controller.py:824)
10:53:44.611 INFO     GPU Telemetry: Capturing baseline metrics from http://localhost:9400/metrics (manager.py:282)
10:53:44.728 INFO     GPU Telemetry: Capturing baseline metrics from http://localhost:9401/metrics (manager.py:282)
10:53:44.735 INFO     DCGM telemetry enabled - 2/2 endpoint(s) reachable (system_controller.py:533)
10:53:46.190 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.196 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.203 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.204 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.210 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.217 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.384 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.396 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.398 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/tokenizer_config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.404 INFO     HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect" (_client.py:1025)
10:53:46.410 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/tokenizer_config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.418 INFO     HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/b2cff646eb4bb1d68355c01b18ae02e7cf42d120/tokenizer_config.json "HTTP/1.1 200 OK" (_client.py:1025)
10:53:46.587 INFO     HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found" (_client.py:1025)
10:53:46.594 INFO     HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found" (_client.py:1025)
10:53:46.608 INFO     HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found" (_client.py:1025)
10:53:46.773 INFO     HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Coder-30B-A3B-Instruct/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK" (_client.py:1025)
